canonical_arxiv_id,published_month,primary_category,concept_name,concept_type,primary_paradigm
2607.05956,2026-07,cs.AI,large language models,model,Alignment/Safety
2607.05956,2026-07,cs.AI,bibliographic discovery,task,Alignment/Safety
2607.05956,2026-07,cs.AI,literature synthesis,task,Alignment/Safety
2607.05956,2026-07,cs.AI,multilingual access,tool,Alignment/Safety
2607.05955,2026-07,cs.CV,click-centric refinement,method,Reasoning
2607.05955,2026-07,cs.CV,multi-resolution,method,Reasoning
2607.05955,2026-07,cs.CV,scene-conditioned negative prompts,method,Reasoning
2607.05955,2026-07,cs.CV,uncertainty-driven selective refinement,method,Reasoning
2607.05955,2026-07,cs.CV,diversity regularizer,method,Reasoning
2607.05955,2026-07,cs.CV,boundary-aware hard negative mining,method,Reasoning
2607.05937,2026-07,cs.CL,domain adaptation,method,Alignment/Safety
2607.05937,2026-07,cs.CL,frozen backbone,model,Alignment/Safety
2607.05937,2026-07,cs.CL,sentiment analysis,task,Alignment/Safety
2607.05937,2026-07,cs.CL,dann,method,Alignment/Safety
2607.05937,2026-07,cs.CL,mmd,method,Alignment/Safety
2607.05937,2026-07,cs.CL,scl,method,Alignment/Safety
2607.05936,2026-07,cs.SE,retrieval-augmented generation,method,Reasoning
2607.05936,2026-07,cs.SE,constrained decoding,method,Reasoning
2607.05936,2026-07,cs.SE,openapi specification,dataset,Reasoning
2607.05936,2026-07,cs.SE,endpoint representation,model,Reasoning
2607.05936,2026-07,cs.SE,regex-based constraint,tool,Reasoning
2607.05936,2026-07,cs.SE,hallucination,risk,Reasoning
2607.05933,2026-07,cs.PF,dynamic voltage frequency scaling,tool,Efficiency/Optimization
2607.05933,2026-07,cs.PF,small language model,model,Efficiency/Optimization
2607.05933,2026-07,cs.PF,fine-tuning,task,Efficiency/Optimization
2607.05933,2026-07,cs.PF,resource-constrained embedded device,application,Efficiency/Optimization
2607.05933,2026-07,cs.PF,ml-based model selection,method,Efficiency/Optimization
2607.05908,2026-07,cs.LG,temporal drift,metric,Efficiency/Optimization
2607.05908,2026-07,cs.LG,inductive biases,theory,Efficiency/Optimization
2607.05908,2026-07,cs.LG,cross-temporal generalization,task,Efficiency/Optimization
2607.05908,2026-07,cs.LG,architectural inductive biases,theory,Efficiency/Optimization
2607.05904,2026-07,cs.LG,self-play,task,Reasoning
2607.05904,2026-07,cs.LG,reference-free,model,Reasoning
2607.05904,2026-07,cs.LG,reward hacking,risk,Reasoning
2607.05904,2026-07,cs.LG,hidden-anchor audit,method,Reasoning
2607.05904,2026-07,cs.LG,cross-source exact-match check,metric,Reasoning
2607.05902,2026-07,cs.SD,classical morphology,theory,Theory/Methodology
2607.05902,2026-07,cs.SD,electroacoustic quantitative measurement,method,Theory/Methodology
2607.05902,2026-07,cs.SD,machine representation reconstruction,method,Theory/Methodology
2607.05902,2026-07,cs.SD,event-based timestamps,method,Theory/Methodology
2607.05902,2026-07,cs.SD,role-aware encoding,method,Theory/Methodology
2607.05901,2026-07,cs.AI,temporal encoder,model,Reasoning
2607.05901,2026-07,cs.AI,mutual transformer,model,Reasoning
2607.05901,2026-07,cs.AI,advantage-weighted ranking loss,method,Reasoning
2607.05901,2026-07,cs.AI,advantage-weighted separation,method,Reasoning
2607.05901,2026-07,cs.AI,advantage-weighted compactness,method,Reasoning
2607.06611,2026-07,cs.CL,cross-modal transformer,model,Reasoning
2607.06611,2026-07,cs.CL,automatic speech recognition (asr,tool,Reasoning
2607.06611,2026-07,cs.CL,machine translation,tool,Reasoning
2607.06611,2026-07,cs.CL,multilingual transcripts,dataset,Reasoning
2607.06611,2026-07,cs.CL,knowledge distillation,method,Reasoning
2607.05891,2026-07,cs.CV,coreset selection,method,Efficiency/Optimization
2607.05891,2026-07,cs.CV,few-shot knowledge distillation,task,Efficiency/Optimization
2607.05891,2026-07,cs.CV,centroid,model,Efficiency/Optimization
2607.05891,2026-07,cs.CV,image classification,task,Efficiency/Optimization
2607.05891,2026-07,cs.CV,teacher-student model,model,Efficiency/Optimization
2607.05888,2026-07,cs.CR,planning compilation,method,Agent/Tool Use
2607.05888,2026-07,cs.CR,attack path identification,task,Agent/Tool Use
2607.05888,2026-07,cs.CR,security metrics evaluation,metric,Agent/Tool Use
2607.05888,2026-07,cs.CR,hardening strategy generation,task,Agent/Tool Use
2607.05888,2026-07,cs.CR,natural language explanation,application,Agent/Tool Use
2607.0588,2026-07,cs.CV,multimodal,task,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,large language model,model,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,domain adaptation,method,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,contrastive vision-encoder training,method,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,visual-question-answering,task,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,entity extraction,method,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,ontology-based synonym matching,method,Benchmark/Evaluation
2607.0588,2026-07,cs.CV,polarity-contradiction detection,method,Benchmark/Evaluation
2607.05872,2026-07,cs.LG,rank-r subspace,task,Efficiency/Optimization
2607.05872,2026-07,cs.LG,optimizer state,task,Efficiency/Optimization
2607.05872,2026-07,cs.LG,gradient projection,method,Efficiency/Optimization
2607.05872,2026-07,cs.LG,reproducibility,metric,Efficiency/Optimization
2607.05872,2026-07,cs.LG,subspace non-identifiability,risk,Efficiency/Optimization
2607.06609,2026-07,cs.LG,direct preference optimization (dpo,method,Reasoning
2607.06609,2026-07,cs.LG,diffusion samplers,model,Reasoning
2607.06609,2026-07,cs.LG,classifier-free guidance (cfg,task,Reasoning
2607.06609,2026-07,cs.LG,timestep schedules,task,Reasoning
2607.06609,2026-07,cs.LG,energy-based model (ebm,model,Reasoning
2607.06609,2026-07,cs.LG,pretrained score network,model,Reasoning
2607.06609,2026-07,cs.LG,dynamic preferences,method,Reasoning
2607.05863,2026-07,cs.LG,reinforcement learning from verifiable rewards (rlvr,method,Reasoning
2607.05863,2026-07,cs.LG,strategic bargaining,task,Reasoning
2607.05863,2026-07,cs.LG,multi-buyer markets,application,Reasoning
2607.05863,2026-07,cs.LG,surplus extraction,task,Reasoning
2607.05863,2026-07,cs.LG,price anchoring,method,Reasoning
2607.05863,2026-07,cs.LG,market discovery,task,Reasoning
2607.05861,2026-07,cs.CL,thinking residual,theory,Alignment/Safety
2607.05861,2026-07,cs.CL,advantage regularization,method,Alignment/Safety
2607.05861,2026-07,cs.CL,mixed-mode rollout,method,Alignment/Safety
2607.05861,2026-07,cs.CL,factual hallucination,risk,Alignment/Safety
2607.05842,2026-07,cs.SE,refusal behavior,other,Alignment/Safety
2607.05842,2026-07,cs.SE,aligned models,model,Alignment/Safety
2607.05842,2026-07,cs.SE,ablated models,model,Alignment/Safety
2607.05842,2026-07,cs.SE,vulnerability detection,task,Alignment/Safety
2607.05842,2026-07,cs.SE,cwe attribution,task,Alignment/Safety
2607.05842,2026-07,cs.SE,localization,task,Alignment/Safety
2607.05842,2026-07,cs.SE,executable patch validation,task,Alignment/Safety
2607.06605,2026-07,cs.LG,conformal prediction,theory,Benchmark/Evaluation
2607.06605,2026-07,cs.LG,imbalance,risk,Benchmark/Evaluation
2607.06605,2026-07,cs.LG,minority class,task,Benchmark/Evaluation
2607.06605,2026-07,cs.LG,coverage,metric,Benchmark/Evaluation
2607.06605,2026-07,cs.LG,scaffold,application,Benchmark/Evaluation
2607.05798,2026-07,cs.CV,pixel-level segmentation mask,tool,Reasoning
2607.05798,2026-07,cs.CV,visual reasoning,task,Reasoning
2607.05798,2026-07,cs.CV,multimodal large language models,model,Reasoning
2607.05798,2026-07,cs.CV,position embedding,theory,Reasoning
2607.05798,2026-07,cs.CV,region of interest,task,Reasoning
2607.0579,2026-07,cs.AI,steering vector,other,Alignment/Safety
2607.0579,2026-07,cs.AI,heading-anchor,method,Alignment/Safety
2607.0579,2026-07,cs.AI,bidirectional causal control,method,Alignment/Safety
2607.05775,2026-07,cs.AI,tool use,application,Alignment/Safety
2607.05775,2026-07,cs.AI,planning,other,Alignment/Safety
2607.05775,2026-07,cs.AI,long-horizon reasoning,other,Alignment/Safety
2607.05775,2026-07,cs.AI,multi-agent coordination,application,Alignment/Safety
2607.05775,2026-07,cs.AI,safety,other,Alignment/Safety
2607.05775,2026-07,cs.AI,measurement validity,other,Alignment/Safety
2607.05773,2026-07,cs.AI,rl gym,tool,Agent/Tool Use
2607.05773,2026-07,cs.AI,multi-dimensional reward shaping,method,Agent/Tool Use
2607.05773,2026-07,cs.AI,internal state validation,method,Agent/Tool Use
2607.05773,2026-07,cs.AI,reward hacking,risk,Agent/Tool Use
2607.05773,2026-07,cs.AI,closed-loop feedback,method,Agent/Tool Use
2607.05761,2026-07,cs.AI,large language models,model,Theory/Methodology
2607.05761,2026-07,cs.AI,synthetic consumer data,dataset,Theory/Methodology
2607.05761,2026-07,cs.AI,projective techniques,task,Theory/Methodology
2607.05761,2026-07,cs.AI,linguistic measures,metric,Theory/Methodology
2607.05761,2026-07,cs.AI,diversity and concentration metrics,metric,Theory/Methodology
2607.05761,2026-07,cs.AI,topic models,model,Theory/Methodology
2607.05761,2026-07,cs.AI,top-term analyses,other,Theory/Methodology
2607.05752,2026-07,cs.CL,counterfactual supervision,method,Reasoning
2607.05752,2026-07,cs.CL,search-routing,task,Reasoning
2607.05752,2026-07,cs.CL,oracle,model,Reasoning
2607.05752,2026-07,cs.CL,supervised fine-tuning,method,Reasoning
2607.05752,2026-07,cs.CL,preference optimization,method,Reasoning
2607.05722,2026-07,cs.CL,tri-mode language model,model,Reasoning
2607.05722,2026-07,cs.CL,autoregressive decoding,task,Reasoning
2607.05722,2026-07,cs.CL,diffusion model,model,Reasoning
2607.05722,2026-07,cs.CL,self-speculation decoding,task,Reasoning
2607.05722,2026-07,cs.CL,joint ar-diffusion objective,metric,Reasoning
2607.05722,2026-07,cs.CL,throughput,metric,Reasoning
2607.05722,2026-07,cs.CL,acceptance rate,metric,Reasoning
2607.05722,2026-07,cs.CL,forward pass,metric,Reasoning
2607.05721,2026-07,cs.CL,span-level uncertainty estimation,task,Theory/Methodology
2607.05721,2026-07,cs.CL,detr-style span decoder,model,Theory/Methodology
2607.05721,2026-07,cs.CL,mixture of beta distribution,model,Theory/Methodology
2607.05721,2026-07,cs.CL,beta nll regression,method,Theory/Methodology
2607.05721,2026-07,cs.CL,contrastive ranking objectives,method,Theory/Methodology
2607.06601,2026-07,cs.LG,end-to-end training,method,Efficiency/Optimization
2607.06601,2026-07,cs.LG,heterogeneous relaxation,method,Efficiency/Optimization
2607.06601,2026-07,cs.LG,lagrangian budget constraint,method,Efficiency/Optimization
2607.06601,2026-07,cs.LG,per-axis normalization,method,Efficiency/Optimization
2607.06601,2026-07,cs.LG,coupling-aware balancing loss,method,Efficiency/Optimization
2607.05704,2026-07,cs.LG,large language models,model,Reasoning
2607.05704,2026-07,cs.LG,neural network modifications,task,Reasoning
2607.05704,2026-07,cs.LG,source-guided candidate-generation,method,Reasoning
2607.05704,2026-07,cs.LG,evaluation budgets,metric,Reasoning
2607.05704,2026-07,cs.LG,transfer learning,theory,Reasoning
2607.05694,2026-07,stat.ML,power-calibrated,theory,Theory/Methodology
2607.05694,2026-07,stat.ML,watermarking,application,Theory/Methodology
2607.05694,2026-07,stat.ML,logit-based,method,Theory/Methodology
2607.05694,2026-07,stat.ML,detection power,metric,Theory/Methodology
2607.05694,2026-07,stat.ML,semantic distortion,risk,Theory/Methodology
2607.05691,2026-07,cs.CL,byte-pair encoding (bpe,method,Theory/Methodology
2607.05691,2026-07,cs.CL,unigram-lm,method,Theory/Methodology
2607.05691,2026-07,cs.CL,subword vocabulary,task,Theory/Methodology
2607.05691,2026-07,cs.CL,jaccard overlap,metric,Theory/Methodology
2607.05689,2026-07,cs.CL,multi-label span classification,task,Benchmark/Evaluation
2607.05689,2026-07,cs.CL,iou 0.95 positive labeling,method,Benchmark/Evaluation
2607.05689,2026-07,cs.CL,hard-negative sampling,method,Benchmark/Evaluation
2607.05689,2026-07,cs.CL,boundary-aware span representations,model,Benchmark/Evaluation
2607.05689,2026-07,cs.CL,label smoothing,method,Benchmark/Evaluation
2607.05689,2026-07,cs.CL,stratified train-validation split,method,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,association metric,metric,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,language model,model,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,upstream metric,metric,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,downstream metric,metric,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,embedding,model,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,continuation probability,model,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,bias,risk,Benchmark/Evaluation
2607.05679,2026-07,cs.CL,evaluation,other,Benchmark/Evaluation
2607.05669,2026-07,cs.RO,error-state extended kalman filter,model,Reasoning
2607.05669,2026-07,cs.RO,mamba,model,Reasoning
2607.05669,2026-07,cs.RO,normal-inverse-gamma distribution,metric,Reasoning
2607.05669,2026-07,cs.RO,proprioceptive vehicle localization,task,Reasoning
2607.05669,2026-07,cs.RO,inertial navigation system,tool,Reasoning
2607.05666,2026-07,cs.SE,mutation taxonomy,theory,Theory/Methodology
2607.05666,2026-07,cs.SE,performance-relevant diff hunks,task,Theory/Methodology
2607.05666,2026-07,cs.SE,genetic improvement,application,Theory/Methodology
2607.05666,2026-07,cs.SE,dual-llm intersection pipeline,method,Theory/Methodology
2607.05644,2026-07,cs.CL,systems development life cycle (sdlc,theory,Theory/Methodology
2607.05644,2026-07,cs.CL,natural language processing (nlp,task,Theory/Methodology
2607.05644,2026-07,cs.CL,data extraction,task,Theory/Methodology
2607.05644,2026-07,cs.CL,clinical research,application,Theory/Methodology
2607.05644,2026-07,cs.CL,electronic medical records,application,Theory/Methodology
2607.05638,2026-07,cs.SE,dimensional metric grouping,method,Benchmark/Evaluation
2607.05638,2026-07,cs.SE,failure mode classification,method,Benchmark/Evaluation
2607.05638,2026-07,cs.SE,structured iteration workflow,method,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,self-reported diagnosis,task,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,zero-shot nli,method,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,mentalroberta,model,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,redsm5,dataset,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,l1-penalized logistic regression,method,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,cross-validation,method,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,bootstrapping,method,Benchmark/Evaluation
2607.05626,2026-07,cs.CL,macro-f1,metric,Benchmark/Evaluation
2607.05615,2026-07,cs.LG,stochastic token steering (sts,method,Efficiency/Optimization
2607.05615,2026-07,cs.LG,stochastic block steering (sbs,method,Efficiency/Optimization
2607.05615,2026-07,cs.LG,sparse autoencoders (saes,model,Efficiency/Optimization
2607.05615,2026-07,cs.LG,behavioral control,task,Efficiency/Optimization
2607.05615,2026-07,cs.LG,fluency,metric,Efficiency/Optimization
2607.05612,2026-07,cs.CL,perplexity,metric,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,word error rate,metric,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,automatic speech recognition,task,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,language model,model,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,encoder-decoder,model,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,attention,theory,Benchmark/Evaluation
2607.05612,2026-07,cs.CL,internal language modeling,theory,Benchmark/Evaluation
2607.06595,2026-07,cs.CR,memory poisoning,risk,Alignment/Safety
2607.06595,2026-07,cs.CR,long-term memory,model,Alignment/Safety
2607.06595,2026-07,cs.CR,personal ai agents,application,Alignment/Safety
2607.06595,2026-07,cs.CR,security governance,theory,Alignment/Safety
2607.05583,2026-07,cs.CL,damped resonators,model,Efficiency/Optimization
2607.05583,2026-07,cs.CL,causal functions,model,Efficiency/Optimization
2607.05583,2026-07,cs.CL,latent field,model,Efficiency/Optimization
2607.05583,2026-07,cs.CL,self-attention mechanisms,model,Efficiency/Optimization
2607.05583,2026-07,cs.CL,transformer architecture,model,Efficiency/Optimization
2607.05573,2026-07,cs.AI,foundation models,model,Reasoning
2607.05573,2026-07,cs.AI,text-to-cad,task,Reasoning
2607.05573,2026-07,cs.AI,iterative refinement,method,Reasoning
2607.05573,2026-07,cs.AI,visual reasoning,method,Reasoning
2607.05573,2026-07,cs.AI,benchmark,other,Reasoning
2607.05573,2026-07,cs.AI,cad generation,application,Reasoning
2607.05571,2026-07,cs.AI,language model,model,Benchmark/Evaluation
2607.05571,2026-07,cs.AI,block-based programming,task,Benchmark/Evaluation
2607.05571,2026-07,cs.AI,vex vr,application,Benchmark/Evaluation
2607.05571,2026-07,cs.AI,pedagogical rubric,theory,Benchmark/Evaluation
2607.05571,2026-07,cs.AI,prompt engineering,method,Benchmark/Evaluation
2607.05568,2026-07,cs.CV,generative image model,model,Reasoning
2607.05568,2026-07,cs.CV,vision-language model,model,Reasoning
2607.05568,2026-07,cs.CV,part segmentation,task,Reasoning
2607.05568,2026-07,cs.CV,superquadric primitive,model,Reasoning
2607.05568,2026-07,cs.CV,chamfer distance,metric,Reasoning
2607.05554,2026-07,cs.CL,instruction-tuned model,model,Benchmark/Evaluation
2607.05554,2026-07,cs.CL,prompt robustness,theory,Benchmark/Evaluation
2607.05554,2026-07,cs.CL,binomial generalized estimating equation,method,Benchmark/Evaluation
2607.05554,2026-07,cs.CL,dataset type,task,Benchmark/Evaluation
2607.05554,2026-07,cs.CL,prompt category,task,Benchmark/Evaluation
2607.05552,2026-07,cs.CL,framing susceptibility,theory,Reasoning
2607.05552,2026-07,cs.CL,moral decisiveness,theory,Reasoning
2607.05552,2026-07,cs.CL,logical irrelevant factors,theory,Reasoning
2607.05552,2026-07,cs.CL,psychometric battery,method,Reasoning
2607.05552,2026-07,cs.CL,binary verdict,task,Reasoning
2607.05541,2026-07,cs.LG,self-review,method,Reasoning
2607.05541,2026-07,cs.LG,policy gradients,theory,Reasoning
2607.05541,2026-07,cs.LG,policy distillation,method,Reasoning
2607.05541,2026-07,cs.LG,cross-episode memory,method,Reasoning
2607.05518,2026-07,cs.CR,authorization gateway,tool,Alignment/Safety
2607.05518,2026-07,cs.CR,hmac-sha256 signature,metric,Alignment/Safety
2607.05518,2026-07,cs.CR,role-based policy,theory,Alignment/Safety
2607.05518,2026-07,cs.CR,argument-level policy,theory,Alignment/Safety
2607.05518,2026-07,cs.CR,sha-256 hash-chained audit log,metric,Alignment/Safety
2607.05518,2026-07,cs.CR,hmac-authenticated qr receipt,metric,Alignment/Safety
2607.05396,2026-07,cs.CV,camera-centric action,task,Agent/Tool Use
2607.05396,2026-07,cs.CV,hand-eye matrix,model,Agent/Tool Use
2607.05396,2026-07,cs.CV,geometric grounding,task,Agent/Tool Use
2607.05396,2026-07,cs.CV,calibration-free,theory,Agent/Tool Use
2607.05396,2026-07,cs.CV,depth-free,theory,Agent/Tool Use
2607.05396,2026-07,cs.CV,single-view,theory,Agent/Tool Use
2607.05394,2026-07,cs.LG,direct on-policy distillation,method,Reasoning
2607.05394,2026-07,cs.LG,reinforcement learning,method,Reasoning
2607.05394,2026-07,cs.LG,weak-to-strong generalization,task,Reasoning
2607.05394,2026-07,cs.LG,post-rl teacher,model,Reasoning
2607.05394,2026-07,cs.LG,log-ratio,metric,Reasoning
2607.05365,2026-07,cs.CL,controlled dialogue prompts,task,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,seamless interaction corpus,dataset,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,multidimensional protocol,method,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,response latency,metric,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,asr robustness,metric,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,language and dialect consistency,metric,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,emotional naturalness,metric,Benchmark/Evaluation
2607.05365,2026-07,cs.CL,interpersonal stance,metric,Benchmark/Evaluation
2607.05355,2026-07,cs.CL,attribution scores,metric,Reasoning
2607.05355,2026-07,cs.CL,neuron selectors,model,Reasoning
2607.05355,2026-07,cs.CL,language models,model,Reasoning
2607.05355,2026-07,cs.CL,pruning,application,Reasoning
2607.05355,2026-07,cs.CL,interpretability,application,Reasoning
2607.05355,2026-07,cs.CL,editing for safety,application,Reasoning
2607.05355,2026-07,cs.CL,refusal,application,Reasoning
2607.05355,2026-07,cs.CL,hate,risk,Reasoning
2607.05353,2026-07,cs.CR,watermarking,method,Alignment/Safety
2607.05353,2026-07,cs.CR,hierarchical vocabulary routing,method,Alignment/Safety
2607.05353,2026-07,cs.CR,selective disclosure,method,Alignment/Safety
2607.05353,2026-07,cs.CR,multi-bit watermarking,method,Alignment/Safety
2607.05353,2026-07,cs.CR,fine-grained access control,application,Alignment/Safety
2607.05317,2026-07,cs.CV,smooth euler characteristic transform (sect,method,Application
2607.05317,2026-07,cs.CV,persistent homology,theory,Application
2607.05317,2026-07,cs.CV,auc,metric,Application
2607.05317,2026-07,cs.CV,false positive rate,risk,Application
2607.05316,2026-07,cs.CL,linear decoding,method,Theory/Methodology
2607.05316,2026-07,cs.CL,hidden states,model,Theory/Methodology
2607.05316,2026-07,cs.CL,completion-style datasets,dataset,Theory/Methodology
2607.05316,2026-07,cs.CL,natural-language datasets,dataset,Theory/Methodology
2607.05316,2026-07,cs.CL,controlled synthetic completions,task,Theory/Methodology
2607.05316,2026-07,cs.CL,high-loss completions,dataset,Theory/Methodology
2607.05316,2026-07,cs.CL,position estimation,metric,Theory/Methodology
2607.05316,2026-07,cs.CL,plan-like internal representation,theory,Theory/Methodology
2607.05292,2026-07,cs.LG,super-resolution,task,Efficiency/Optimization
2607.05292,2026-07,cs.LG,bias correction,task,Efficiency/Optimization
2607.05292,2026-07,cs.LG,spatial gaussian blending,method,Efficiency/Optimization
2607.05292,2026-07,cs.LG,time-agnostic propagation,method,Efficiency/Optimization
2607.05292,2026-07,cs.LG,multi-scale transformer,model,Efficiency/Optimization
2607.05282,2026-07,eess.SP,wavelet scattering transform,method,Reasoning
2607.05282,2026-07,eess.SP,leave one subject out cross-validation,method,Reasoning
2607.05282,2026-07,eess.SP,shap explainability,method,Reasoning
2607.05282,2026-07,eess.SP,anov,method,Reasoning
2607.05282,2026-07,eess.SP,random forest,method,Reasoning
2607.05282,2026-07,eess.SP,svm classifier,method,Reasoning
2607.05282,2026-07,eess.SP,cross-frequency coupling,task,Reasoning
2607.05282,2026-07,eess.SP,gamma band,metric,Reasoning
2607.05268,2026-07,cs.CV,hyperbolic representation,model,Theory/Methodology
2607.05268,2026-07,cs.CV,operating point,metric,Theory/Methodology
2607.05268,2026-07,cs.CV,curvature,metric,Theory/Methodology
2607.05268,2026-07,cs.CV,cone machinery,task,Theory/Methodology
2607.05268,2026-07,cs.CV,entailment,task,Theory/Methodology
2607.05259,2026-07,cs.CL,aspect-based sentiment analysis,task,Dataset/Benchmark
2607.05259,2026-07,cs.CL,manual labeling,method,Dataset/Benchmark
2607.05259,2026-07,cs.CL,dataset,dataset,Dataset/Benchmark
2607.05217,2026-07,cs.CY,retrieval,method,Benchmark/Evaluation
2607.05217,2026-07,cs.CY,curated corpus,dataset,Benchmark/Evaluation
2607.05217,2026-07,cs.CY,open web search,method,Benchmark/Evaluation
2607.05217,2026-07,cs.CY,quality rubric,metric,Benchmark/Evaluation
2607.05217,2026-07,cs.CY,source trustworthiness,risk,Benchmark/Evaluation
2607.05199,2026-07,cs.AI,step-level reward,method,Reasoning
2607.05199,2026-07,cs.AI,policy gradient,method,Reasoning
2607.05199,2026-07,cs.AI,kl regularization,method,Reasoning
2607.05199,2026-07,cs.AI,structured feedback,tool,Reasoning
2607.05199,2026-07,cs.AI,domain knowledge,risk,Reasoning
2607.05199,2026-07,cs.AI,hallucination,risk,Reasoning
2607.05199,2026-07,cs.AI,multi-step derivation,risk,Reasoning
2607.05199,2026-07,cs.AI,distributional sensitivity,risk,Reasoning
2607.05196,2026-07,cs.CL,transformer decoder,model,Multimodal
2607.05196,2026-07,cs.CL,moe llm,model,Multimodal
2607.05196,2026-07,cs.CL,audio-text llm,model,Multimodal
2607.05196,2026-07,cs.CL,supervised training,method,Multimodal
2607.05196,2026-07,cs.CL,distillation,method,Multimodal
2607.05196,2026-07,cs.CL,multimodal generation,task,Multimodal
2607.05196,2026-07,cs.CL,audio understanding,metric,Multimodal
2607.05196,2026-07,cs.CL,speech recognition,task,Multimodal
2607.05188,2026-07,cs.LG,latent programming horizon,theory,Reasoning
2607.05188,2026-07,cs.LG,residual streams,model,Reasoning
2607.05188,2026-07,cs.LG,logistic regression probe,tool,Reasoning
2607.05188,2026-07,cs.LG,hidden states,model,Reasoning
2607.05188,2026-07,cs.LG,coding agents,other,Reasoning
2607.05188,2026-07,cs.LG,program evolution,task,Reasoning
2607.05188,2026-07,cs.LG,code parsing,metric,Reasoning
2607.05188,2026-07,cs.LG,test suite,metric,Reasoning
2607.05184,2026-07,cs.AI,self-distillation,method,Alignment/Safety
2607.05184,2026-07,cs.AI,privileged context,method,Alignment/Safety
2607.05184,2026-07,cs.AI,thinking models,model,Alignment/Safety
2607.05184,2026-07,cs.AI,reasoning traces,task,Alignment/Safety
2607.05184,2026-07,cs.AI,accuracy,metric,Alignment/Safety
2607.05174,2026-07,cs.AI,evaluation framework,theory,Benchmark/Evaluation
2607.05174,2026-07,cs.AI,real-world end-to-end working demands,task,Benchmark/Evaluation
2607.05174,2026-07,cs.AI,tool discovery,task,Benchmark/Evaluation
2607.05174,2026-07,cs.AI,tool composition,task,Benchmark/Evaluation
2607.05174,2026-07,cs.AI,robustness,risk,Benchmark/Evaluation
2607.05479,2026-07,cs.CR,data storage and processing,task,Alignment/Safety
2607.05479,2026-07,cs.CR,legal professional privilege,risk,Alignment/Safety
2607.05479,2026-07,cs.CR,information governance,theory,Alignment/Safety
2607.05153,2026-07,stat.ML,geometric causal models,model,Theory/Methodology
2607.05153,2026-07,stat.ML,group theory,theory,Theory/Methodology
2607.05153,2026-07,stat.ML,ergodic theory,theory,Theory/Methodology
2607.05153,2026-07,stat.ML,geometric deep learning,method,Theory/Methodology
2607.05153,2026-07,stat.ML,scalable bayesian inference,method,Theory/Methodology
2607.05147,2026-07,cs.AI,speculative decoding,method,Efficiency/Optimization
2607.05147,2026-07,cs.AI,semi-autoregressive architecture,model,Efficiency/Optimization
2607.05147,2026-07,cs.AI,confidence-scheduled verification,method,Efficiency/Optimization
2607.05147,2026-07,cs.AI,throughput,metric,Efficiency/Optimization
2607.05147,2026-07,cs.AI,load-aware verification,method,Efficiency/Optimization
2607.05132,2026-07,cs.CY,repeated games,other,Alignment/Safety
2607.05132,2026-07,cs.CY,private intent,task,Alignment/Safety
2607.05132,2026-07,cs.CY,public announcement,task,Alignment/Safety
2607.05132,2026-07,cs.CY,final action,task,Alignment/Safety
2607.05132,2026-07,cs.CY,deviation,metric,Alignment/Safety
2607.05123,2026-07,cs.AI,axiomatic assembly specification,theory,Reasoning
2607.05123,2026-07,cs.AI,port-based cad assembly library,method,Reasoning
2607.05123,2026-07,cs.AI,deterministic mate transformations,method,Reasoning
2607.05123,2026-07,cs.AI,b-rep geometric evidence,method,Reasoning
2607.05123,2026-07,cs.AI,parametric component factories,application,Reasoning
2607.05114,2026-07,cs.LG,lora,model,Efficiency/Optimization
2607.05114,2026-07,cs.LG,moe,model,Efficiency/Optimization
2607.05114,2026-07,cs.LG,block-wise,task,Efficiency/Optimization
2607.05114,2026-07,cs.LG,cell-wise,task,Efficiency/Optimization
2607.05114,2026-07,cs.LG,routing,method,Efficiency/Optimization
2607.05114,2026-07,cs.LG,gradient warfare,risk,Efficiency/Optimization
