canonical_arxiv_id,published_month,primary_category,concept_name,concept_type
2607.05541,2026-07,cs.LG,policy distillation,method
2607.05541,2026-07,cs.LG,cross-episode memory,method
2607.05518,2026-07,cs.CR,authorization gateway,tool
2607.05518,2026-07,cs.CR,hmac-sha256 signature,metric
2607.05518,2026-07,cs.CR,role-based policy,theory
2607.05518,2026-07,cs.CR,argument-level policy,theory
2607.05518,2026-07,cs.CR,sha-256 hash-chained audit log,metric
2607.05518,2026-07,cs.CR,hmac-authenticated qr receipt,metric
2607.05396,2026-07,cs.CV,camera-centric action,task
2607.05396,2026-07,cs.CV,hand-eye matrix,model
2607.05396,2026-07,cs.CV,geometric grounding,task
2607.05396,2026-07,cs.CV,calibration-free,theory
2607.05396,2026-07,cs.CV,depth-free,theory
2607.05396,2026-07,cs.CV,single-view,theory
2607.05394,2026-07,cs.LG,direct on-policy distillation,method
2607.05394,2026-07,cs.LG,reinforcement learning,method
2607.05394,2026-07,cs.LG,weak-to-strong generalization,task
2607.05394,2026-07,cs.LG,post-rl teacher,model
2607.05394,2026-07,cs.LG,log-ratio,metric
2607.05365,2026-07,cs.CL,controlled dialogue prompts,task
2607.05365,2026-07,cs.CL,seamless interaction corpus,dataset
2607.05365,2026-07,cs.CL,multidimensional protocol,method
2607.05365,2026-07,cs.CL,response latency,metric
2607.05365,2026-07,cs.CL,asr robustness,metric
2607.05365,2026-07,cs.CL,language and dialect consistency,metric
2607.05365,2026-07,cs.CL,emotional naturalness,metric
2607.05365,2026-07,cs.CL,interpersonal stance,metric
2607.05355,2026-07,cs.CL,attribution scores,metric
2607.05355,2026-07,cs.CL,neuron selectors,model
2607.05355,2026-07,cs.CL,language models,model
2607.05355,2026-07,cs.CL,pruning,application
2607.05355,2026-07,cs.CL,interpretability,application
2607.05355,2026-07,cs.CL,editing for safety,application
2607.05355,2026-07,cs.CL,refusal,application
2607.05355,2026-07,cs.CL,hate,risk
2607.05353,2026-07,cs.CR,watermarking,method
2607.05353,2026-07,cs.CR,hierarchical vocabulary routing,method
2607.05353,2026-07,cs.CR,selective disclosure,method
2607.05353,2026-07,cs.CR,multi-bit watermarking,method
2607.05353,2026-07,cs.CR,fine-grained access control,application
2607.05317,2026-07,cs.CV,smooth euler characteristic transform (sect,method
2607.05317,2026-07,cs.CV,persistent homology,theory
2607.05317,2026-07,cs.CV,auc,metric
2607.05317,2026-07,cs.CV,false positive rate,risk
2607.05316,2026-07,cs.CL,linear decoding,method
2607.05316,2026-07,cs.CL,hidden states,model
2607.05316,2026-07,cs.CL,completion-style datasets,dataset
2607.05316,2026-07,cs.CL,natural-language datasets,dataset
2607.05316,2026-07,cs.CL,controlled synthetic completions,task
2607.05316,2026-07,cs.CL,high-loss completions,dataset
2607.05316,2026-07,cs.CL,position estimation,metric
2607.05316,2026-07,cs.CL,plan-like internal representation,theory
2607.05292,2026-07,cs.LG,super-resolution,task
2607.05292,2026-07,cs.LG,bias correction,task
2607.05292,2026-07,cs.LG,spatial gaussian blending,method
2607.05292,2026-07,cs.LG,time-agnostic propagation,method
2607.05292,2026-07,cs.LG,multi-scale transformer,model
2607.05282,2026-07,eess.SP,wavelet scattering transform,method
2607.05282,2026-07,eess.SP,leave one subject out cross-validation,method
2607.05282,2026-07,eess.SP,shap explainability,method
2607.05282,2026-07,eess.SP,anov,method
2607.05282,2026-07,eess.SP,random forest,method
2607.05282,2026-07,eess.SP,svm classifier,method
2607.05282,2026-07,eess.SP,cross-frequency coupling,task
2607.05282,2026-07,eess.SP,gamma band,metric
2607.05268,2026-07,cs.CV,hyperbolic representation,model
2607.05268,2026-07,cs.CV,operating point,metric
2607.05268,2026-07,cs.CV,curvature,metric
2607.05268,2026-07,cs.CV,cone machinery,task
2607.05268,2026-07,cs.CV,entailment,task
2607.05259,2026-07,cs.CL,aspect-based sentiment analysis,task
2607.05259,2026-07,cs.CL,manual labeling,method
2607.05259,2026-07,cs.CL,dataset,dataset
2607.05217,2026-07,cs.CY,retrieval,method
2607.05217,2026-07,cs.CY,curated corpus,dataset
2607.05217,2026-07,cs.CY,open web search,method
2607.05217,2026-07,cs.CY,quality rubric,metric
2607.05217,2026-07,cs.CY,source trustworthiness,risk
2607.05199,2026-07,cs.AI,step-level reward,method
2607.05199,2026-07,cs.AI,policy gradient,method
2607.05199,2026-07,cs.AI,kl regularization,method
2607.05199,2026-07,cs.AI,structured feedback,tool
2607.05199,2026-07,cs.AI,domain knowledge,risk
2607.05199,2026-07,cs.AI,hallucination,risk
2607.05199,2026-07,cs.AI,multi-step derivation,risk
2607.05199,2026-07,cs.AI,distributional sensitivity,risk
2607.05196,2026-07,cs.CL,transformer decoder,model
2607.05196,2026-07,cs.CL,moe llm,model
2607.05196,2026-07,cs.CL,audio-text llm,model
2607.05196,2026-07,cs.CL,supervised training,method
2607.05196,2026-07,cs.CL,distillation,method
2607.05196,2026-07,cs.CL,multimodal generation,task
2607.05196,2026-07,cs.CL,audio understanding,metric
2607.05196,2026-07,cs.CL,speech recognition,task
2607.05188,2026-07,cs.LG,latent programming horizon,theory
2607.05188,2026-07,cs.LG,residual streams,model
2607.05188,2026-07,cs.LG,logistic regression probe,tool
2607.05188,2026-07,cs.LG,hidden states,model
2607.05188,2026-07,cs.LG,coding agents,other
2607.05188,2026-07,cs.LG,program evolution,task
2607.05188,2026-07,cs.LG,code parsing,metric
2607.05188,2026-07,cs.LG,test suite,metric
2607.05184,2026-07,cs.AI,self-distillation,method
2607.05184,2026-07,cs.AI,privileged context,method
2607.05184,2026-07,cs.AI,thinking models,model
2607.05184,2026-07,cs.AI,reasoning traces,task
2607.05184,2026-07,cs.AI,accuracy,metric
2607.05174,2026-07,cs.AI,evaluation framework,theory
2607.05174,2026-07,cs.AI,real-world end-to-end working demands,task
2607.05174,2026-07,cs.AI,tool discovery,task
2607.05174,2026-07,cs.AI,tool composition,task
2607.05174,2026-07,cs.AI,robustness,risk
2607.05479,2026-07,cs.CR,data storage and processing,task
2607.05479,2026-07,cs.CR,legal professional privilege,risk
2607.05479,2026-07,cs.CR,information governance,theory
2607.05153,2026-07,stat.ML,geometric causal models,model
2607.05153,2026-07,stat.ML,group theory,theory
2607.05153,2026-07,stat.ML,ergodic theory,theory
2607.05153,2026-07,stat.ML,geometric deep learning,method
2607.05153,2026-07,stat.ML,scalable bayesian inference,method
2607.05147,2026-07,cs.AI,speculative decoding,method
2607.05147,2026-07,cs.AI,semi-autoregressive architecture,model
2607.05147,2026-07,cs.AI,confidence-scheduled verification,method
2607.05147,2026-07,cs.AI,throughput,metric
2607.05147,2026-07,cs.AI,load-aware verification,method
2607.05132,2026-07,cs.CY,repeated games,other
2607.05132,2026-07,cs.CY,private intent,task
2607.05132,2026-07,cs.CY,public announcement,task
2607.05132,2026-07,cs.CY,final action,task
2607.05132,2026-07,cs.CY,deviation,metric
2607.05123,2026-07,cs.AI,axiomatic assembly specification,theory
2607.05123,2026-07,cs.AI,port-based cad assembly library,method
2607.05123,2026-07,cs.AI,deterministic mate transformations,method
2607.05123,2026-07,cs.AI,b-rep geometric evidence,method
2607.05123,2026-07,cs.AI,parametric component factories,application
2607.05114,2026-07,cs.LG,lora,model
2607.05114,2026-07,cs.LG,moe,model
2607.05114,2026-07,cs.LG,block-wise,task
2607.05114,2026-07,cs.LG,cell-wise,task
2607.05114,2026-07,cs.LG,routing,method
2607.05114,2026-07,cs.LG,gradient warfare,risk
2607.05114,2026-07,cs.LG,spatial vision perception,application
2607.05104,2026-07,cs.LG,grokking,theory
2607.05104,2026-07,cs.LG,multi-seed study,method
2607.05104,2026-07,cs.LG,training-set coverage,metric
2607.05104,2026-07,cs.LG,output cardinality,metric
2607.05104,2026-07,cs.LG,weight decay,method
2607.05069,2026-07,cs.CL,nli,theory
2607.05069,2026-07,cs.CL,cross-document claim graph,model
2607.05069,2026-07,cs.CL,defended-claims gate,tool
2607.05069,2026-07,cs.CL,pollution protocol,dataset
2607.05069,2026-07,cs.CL,long-form qa benchmarks,other
2607.05055,2026-07,cs.AI,large language model,model
2607.05055,2026-07,cs.AI,retrieval-augmented generation,method
2607.05055,2026-07,cs.AI,safety guardrails,tool
2607.05055,2026-07,cs.AI,task-oriented scenarios,dataset
2607.05055,2026-07,cs.AI,end-to-end workflows,application
2607.05032,2026-07,cs.CL,severity phenotyping,task
2607.05032,2026-07,cs.CL,electronic healthcare records (ehr,application
2607.05032,2026-07,cs.CL,large language models (llm,model
2607.05032,2026-07,cs.CL,synthetic cohort,dataset
2607.05032,2026-07,cs.CL,kappa statistic,metric
2607.05031,2026-07,cs.SE,large language models,model
2607.05031,2026-07,cs.SE,test oracles,task
2607.05031,2026-07,cs.SE,source of authority,theory
2607.05031,2026-07,cs.SE,specification-derived authority,theory
2607.05031,2026-07,cs.SE,llm-as-a-judge,tool
2607.05029,2026-07,cs.CR,forged amplifying rationale memory attack,other
2607.05029,2026-07,cs.CR,reasoning guard,other
2607.05029,2026-07,cs.CR,consensus-based defense,other
2607.05029,2026-07,cs.CR,keyword filter,other
2607.05009,2026-07,cs.LG,mask-conditioned,method
2607.05009,2026-07,cs.LG,one-dimensional transformer autoencoder,model
2607.05009,2026-07,cs.LG,ecg reconstruction,task
2607.05009,2026-07,cs.LG,incomplete ecg records,application
2607.05009,2026-07,cs.LG,digital cardiac assessment,application
2607.05001,2026-07,cs.CR,llm,model
2607.05001,2026-07,cs.CR,agent,tool
2607.05001,2026-07,cs.CR,knowledge graph,task
2607.05001,2026-07,cs.CR,extraction,task
2607.05001,2026-07,cs.CR,typing,task
2607.05001,2026-07,cs.CR,verification,task
2607.05001,2026-07,cs.CR,curation,task
2607.04983,2026-07,cs.NE,fuzzy cognitive map,task
2607.04983,2026-07,cs.NE,local large language model,model
2607.04983,2026-07,cs.NE,hotel review,dataset
2607.04983,2026-07,cs.NE,quantitative data extraction,method
2607.04983,2026-07,cs.NE,star rating,metric
2607.04969,2026-07,cs.LG,memorization window,metric
2607.04969,2026-07,cs.LG,data reuse,method
2607.04969,2026-07,cs.LG,training epochs,task
2607.04969,2026-07,cs.LG,downstream evaluation,metric
2607.04962,2026-07,cs.CL,annotation guidelines,theory
2607.04962,2026-07,cs.CL,span-annotated corpus,dataset
2607.04962,2026-07,cs.CL,transformer-based models,model
2607.04962,2026-07,cs.CL,conspiratorial actors,task
2607.04962,2026-07,cs.CL,telegram posts,application
2607.05477,2026-07,cs.MA,multi-agent systems,theory
2607.05477,2026-07,cs.MA,large language models,model
2607.05477,2026-07,cs.MA,decision protocols,method
2607.05477,2026-07,cs.MA,knowledge-intensive domains,task
2607.05477,2026-07,cs.MA,logic-based datasets,dataset
2607.04941,2026-07,cs.CL,full-duplex spoken dialogue model,model
2607.04941,2026-07,cs.CL,speaker-separated dialogue speech,task
2607.04941,2026-07,cs.CL,podcast feed,dataset
2607.04926,2026-07,cs.LG,transformer,model
2607.04926,2026-07,cs.LG,information matching,task
2607.04926,2026-07,cs.LG,bayesian ceiling,metric
2607.04926,2026-07,cs.LG,inductive bias,risk
2607.04926,2026-07,cs.LG,sample efficiency,metric
2607.04907,2026-07,cs.AI,clinicalorchestrator,tool
2607.04907,2026-07,cs.AI,datamanager,tool
2607.04907,2026-07,cs.AI,intentrouter,tool
2607.04907,2026-07,cs.AI,pandasqueryengine,tool
2607.04907,2026-07,cs.AI,clinicalragengine,tool
2607.04907,2026-07,cs.AI,ground truth injection module,tool
2607.04907,2026-07,cs.AI,protocolmanager,tool
2607.04907,2026-07,cs.AI,safetyverifier,tool
2607.04906,2026-07,cs.LG,reinforcement learning,method
2607.04906,2026-07,cs.LG,graph theory,theory
2607.04906,2026-07,cs.LG,partial observability,task
2607.04906,2026-07,cs.LG,blockage detection,application
2607.04906,2026-07,cs.LG,path planning,task
2607.0489,2026-07,cs.CL,large language models,model
2607.0489,2026-07,cs.CL,hateful event detection,task
2607.0489,2026-07,cs.CL,antisemitic events,task
2607.0489,2026-07,cs.CL,expert-annotated datasets,dataset
2607.0489,2026-07,cs.CL,prompt engineering,method
2607.05475,2026-07,cs.AR,mobile llm inference,task
2607.05475,2026-07,cs.AR,powerbench,tool
2607.05475,2026-07,cs.AR,backend-specific energy attribution,metric
2607.05475,2026-07,cs.AR,custom operators,method
2607.05475,2026-07,cs.AR,offloading and quantization strategies,method
2607.05475,2026-07,cs.AR,energy waste,risk
2607.04862,2026-07,cs.LG,u-net,model
2607.04862,2026-07,cs.LG,multi-model blending,method
2607.04862,2026-07,cs.LG,station observation,dataset
2607.04862,2026-07,cs.LG,gridded observation,dataset
2607.04862,2026-07,cs.LG,threat score,metric
2607.04854,2026-07,cs.AI,constraint-aware reinforcement learning,theory
2607.04854,2026-07,cs.AI,reinforcement fine-tuning,method
2607.04854,2026-07,cs.AI,large language models,model
2607.04854,2026-07,cs.AI,task constraints,risk
2607.04846,2026-07,cs.LG,pretraining curriculum,theory
2607.04846,2026-07,cs.LG,fine-tuning,method
2607.04846,2026-07,cs.LG,disentangled representation,model
2607.04846,2026-07,cs.LG,in-context learning,task
2607.04846,2026-07,cs.LG,rule-following behavior,application
2607.04832,2026-07,cs.CL,semantic homogenization,theory
2607.04832,2026-07,cs.CL,natural language processing,tool
2607.04832,2026-07,cs.CL,embedding techniques,method
2607.04832,2026-07,cs.CL,large language models,model
2607.04819,2026-07,cs.LG,structured newton layer parallelism,method
2607.04819,2026-07,cs.LG,fully homomorphic encryption,theory
2607.04819,2026-07,cs.LG,polynomial approximations,method
2607.04819,2026-07,cs.LG,error accumulation,metric
2607.04819,2026-07,cs.LG,symbolic bootstraps,metric
2607.04819,2026-07,cs.LG,perplexity degradation,metric
2607.04819,2026-07,cs.LG,error amplification,metric
2607.04774,2026-07,cs.LG,de novo structure elucidation,method
2607.04774,2026-07,cs.LG,self-supervised encoder,model
2607.04774,2026-07,cs.LG,block-diffusion language model,model
2607.04774,2026-07,cs.LG,mass-shell constraint,theory
2607.04774,2026-07,cs.LG,symmetric noise objective,theory
2607.04774,2026-07,cs.LG,candidate diversity mechanism,theory
2607.04751,2026-07,cs.LG,trust region policy distillation,method
2607.04751,2026-07,cs.LG,on-policy distillation,method
2607.04751,2026-07,cs.LG,gradient variance,metric
2607.04751,2026-07,cs.LG,global convergence,theory
2607.04751,2026-07,cs.LG,monotonic improvement,theory
2607.0475,2026-07,cs.AI,pathwise feature transport,method
2607.0475,2026-07,cs.AI,change detection,task
2607.0475,2026-07,cs.AI,feature space,other
2607.0475,2026-07,cs.AI,time-conditioned velocity field,model
2607.0475,2026-07,cs.AI,hierarchical multi-scale architecture,model
2607.04733,2026-07,cs.CL,shannon entropy,metric
2607.04733,2026-07,cs.CL,renyi entropy,metric
2607.04733,2026-07,cs.CL,supervised fine-tuning,method
2607.04733,2026-07,cs.CL,local preservation,theory
2607.04733,2026-07,cs.CL,multimodal entropy structure,theory
2607.05467,2026-07,cs.CV,synthetic fog generation,task
2607.05467,2026-07,cs.CV,image restoration,task
2607.05467,2026-07,cs.CV,object detection,task
2607.05467,2026-07,cs.CV,tracking,task
2607.05467,2026-07,cs.CV,monocular depth estimation,method
2607.05467,2026-07,cs.CV,atmospheric scattering model,model
2607.05467,2026-07,cs.CV,restoration quality,metric
2607.05467,2026-07,cs.CV,detection robustness,metric
2607.04728,2026-07,cs.CL,importance sampling,method
2607.04728,2026-07,cs.CL,off-policy training,task
2607.04728,2026-07,cs.CL,on-policy token,model
2607.04728,2026-07,cs.CL,policy loss,metric
2607.04728,2026-07,cs.CL,rejection sampling,theory
2607.04727,2026-07,cs.SE,multimodal,task
2607.04727,2026-07,cs.SE,benchmark,other
2607.04727,2026-07,cs.SE,interactive dashboard,application
2607.04727,2026-07,cs.SE,code generation,task
2607.04727,2026-07,cs.SE,human judgment,metric
2607.04714,2026-07,cs.RO,motion latents,other
2607.04714,2026-07,cs.RO,point cloud evolution,task
2607.04714,2026-07,cs.RO,spatial geometry,other
2607.04714,2026-07,cs.RO,discrete motion latent codes,model
2607.04714,2026-07,cs.RO,manipulation policies,application
2607.04713,2026-07,cs.LG,reward-swap,method
2607.04713,2026-07,cs.LG,policy optimization,method
2607.04713,2026-07,cs.LG,dense process reward,metric
2607.04713,2026-07,cs.LG,outcome reward,metric
2607.04713,2026-07,cs.LG,multi-turn interaction,task
2607.04708,2026-07,econ.TH,optimal policy,other
2607.04708,2026-07,econ.TH,poisson arrival process,model
2607.04708,2026-07,econ.TH,posterior belief,theory
2607.04708,2026-07,econ.TH,worst-case protection,risk
2607.04708,2026-07,econ.TH,competitive-ratio,metric
2607.04708,2026-07,econ.TH,minimax-regret,metric
2607.0469,2026-07,cs.CL,cloze-style masked language modeling,method
2607.0469,2026-07,cs.CL,prototypical contrastive learning,method
2607.0469,2026-07,cs.CL,topic-conditional layer normalization,method
2607.0469,2026-07,cs.CL,stance detection,task
2607.04688,2026-07,cs.LG,retrosynthesis,task
2607.04688,2026-07,cs.LG,large language models,model
2607.04688,2026-07,cs.LG,evaluation framework,other
2607.04688,2026-07,cs.LG,chemical plausibility,metric
2607.04688,2026-07,cs.LG,commercially available starting materials,metric
2607.04686,2026-07,cs.CL,toolfailbench,other
2607.04686,2026-07,cs.CL,tool-use failures,task
2607.04686,2026-07,cs.CL,clean tool-use rate,metric
2607.04683,2026-07,cs.CV,failure modes,task
2607.04683,2026-07,cs.CV,uncertainty quantification,method
2607.04683,2026-07,cs.CV,visual question answering,task
2607.04683,2026-07,cs.CV,knowledge retrieval,task
2607.04683,2026-07,cs.CV,pre-generation signals,method
2607.04683,2026-07,cs.CV,hidden states,model
2607.04683,2026-07,cs.CV,visual-token representations,model
2607.05465,2026-07,cs.CV,multimodal,other
2607.05465,2026-07,cs.CV,tool-augmented agent,model
2607.05465,2026-07,cs.CV,executable reasoning-action trajectory,task
2607.05465,2026-07,cs.CV,rl (reinforcement learning,other
2607.05465,2026-07,cs.CV,hybrid reward,metric
2607.04655,2026-07,cs.CL,autoformalization,task
2607.04655,2026-07,cs.CL,sci error taxonomy,theory
2607.04655,2026-07,cs.CL,diagnostic evaluation,method
2607.04655,2026-07,cs.CL,fine-grained diagnostic annotations,dataset
2607.04645,2026-07,cs.CL,alignment,other
2607.04645,2026-07,cs.CL,chain-of-thought,other
2607.04645,2026-07,cs.CL,forensic reconstruction,task
2607.04645,2026-07,cs.CL,pragmatic framing,risk
2607.0464,2026-07,cs.CL,difference-in-differences,method
2607.0464,2026-07,cs.CL,alignment amplification,theory
2607.0464,2026-07,cs.CL,compression failure,risk
2607.0464,2026-07,cs.CL,lora fine-tune,method
2607.0464,2026-07,cs.CL,natural-language i/o,task
2607.04625,2026-07,cs.CV,retrieval-augmented generation,method
2607.04625,2026-07,cs.CV,hierarchical question decomposition,method
2607.04625,2026-07,cs.CV,multimodal retrieval,method
2607.04625,2026-07,cs.CV,cross-page reasoning,method
2607.04625,2026-07,cs.CV,memory-guided generation,method
2607.04619,2026-07,cs.SD,lora adapters,model
2607.04619,2026-07,cs.SD,pretrained audio teacher,model
2607.04619,2026-07,cs.SD,perceptual stages,task
2607.04619,2026-07,cs.SD,semantic stages,task
2607.04619,2026-07,cs.SD,distillation,method
2607.04595,2026-07,cs.LG,classifier discrimination score (cds,metric
2607.04595,2026-07,cs.LG,perturbation discrimination score (pds,metric
2607.04595,2026-07,cs.LG,macro-f1,metric
2607.04595,2026-07,cs.LG,single-cell perturbation,task
2607.04595,2026-07,cs.LG,population profile,method
2607.04595,2026-07,cs.LG,weak models,model
2607.0459,2026-07,cs.AI,rational inattention,theory
2607.0459,2026-07,cs.AI,bradley--terry log-odds,model
2607.0459,2026-07,cs.AI,low-capacity evaluation channel,model
2607.0459,2026-07,cs.AI,attention-limited measurement process,theory
2607.04579,2026-07,cs.SE,large language model,model
2607.04579,2026-07,cs.SE,ci/cd workflow,task
2607.04579,2026-07,cs.SE,anti-pattern detection,tool
2607.04579,2026-07,cs.SE,repository enrichment,method
2607.04579,2026-07,cs.SE,recommendation generation,application
2607.04572,2026-07,cs.AI,chain-of-thought,task
2607.04572,2026-07,cs.AI,truncated reasoning auc evaluation (trace,method
2607.04572,2026-07,cs.AI,answer-driven reasoning,risk
2607.04566,2026-07,cs.CL,temporal analysis,method
2607.04566,2026-07,cs.CL,sentiment and emotion classification,method
2607.04566,2026-07,cs.CL,transformer-based topic modeling,method
2607.04566,2026-07,cs.CL,adolescent substance use discourse,task
2607.04566,2026-07,cs.CL,naturalistic online setting,application
2607.04563,2026-07,cs.CL,optimal transport divergence,theory
2607.04563,2026-07,cs.CL,fidelity,metric
2607.04563,2026-07,cs.CL,diversity,metric
2607.04563,2026-07,cs.CL,text summarization,task
2607.04562,2026-07,cs.AI,heaviside gate,theory
2607.04562,2026-07,cs.AI,predicate-gated state transitions,method
2607.04562,2026-07,cs.AI,epistemic entropy,metric
2607.04562,2026-07,cs.AI,autoregressive decoding,method
2607.04562,2026-07,cs.AI,verification-first execution framework,method
2607.04558,2026-07,cs.CL,closed-loop program synthesis,method
2607.04558,2026-07,cs.CL,large language model (llm,model
2607.04558,2026-07,cs.CL,signal-processing features,task
2607.04558,2026-07,cs.CL,spike detection,task
2607.04558,2026-07,cs.CL,tabular classifier,tool
2607.04558,2026-07,cs.CL,gradient-boosted tree classifier,tool
2607.04558,2026-07,cs.CL,area under the receiver operating characteristic curve (auc,metric
2607.04558,2026-07,cs.CL,balanced accuracy,metric
2607.04537,2026-07,cs.SE,blind obedience,risk
2607.04537,2026-07,cs.SE,ghost errors,risk
2607.04537,2026-07,cs.SE,semantic corruption,risk
2607.04537,2026-07,cs.SE,iterative repair,method
2607.04537,2026-07,cs.SE,runbugrun dataset,dataset
2607.04535,2026-07,cs.LG,stiefel layer,model
2607.04535,2026-07,cs.LG,spectral control,theory
2607.04535,2026-07,cs.LG,learnable spectrum,model
2607.04535,2026-07,cs.LG,eigenvalue clipping,method
2607.04534,2026-07,cs.CL,formal verification,theory
2607.04534,2026-07,cs.CL,algebraic structure,task
2607.04534,2026-07,cs.CL,proof-mechanism,task
2607.04534,2026-07,cs.CL,template accuracy,metric
2607.04534,2026-07,cs.CL,cognitive bias,risk
2607.04531,2026-07,cs.LG,lyapunov function,theory
2607.04531,2026-07,cs.LG,quantisation,method
2607.04531,2026-07,cs.LG,fixed-point arithmetic,application
2607.04531,2026-07,cs.LG,activation overflow,risk
2607.04525,2026-07,cs.CL,point-cloud manifold,model
2607.04525,2026-07,cs.CL,vector field,model
2607.04525,2026-07,cs.CL,concept representation,task
2607.04525,2026-07,cs.CL,contextual transformation,task
2607.04525,2026-07,cs.CL,displacement structure,metric
2607.05458,2026-07,cs.LG,harness mdp,theory
2607.05458,2026-07,cs.LG,advantage-weighted regression,method
2607.05458,2026-07,cs.LG,offline reinforcement learning,method
2607.05458,2026-07,cs.LG,finite-horizon,task
2607.05458,2026-07,cs.LG,task-rubric rewards,metric
2607.05458,2026-07,cs.LG,harness maturity score,metric
2607.04523,2026-07,cs.CL,principled-vs-statistical distinction,other
2607.04523,2026-07,cs.CL,language models,model
2607.04523,2026-07,cs.CL,statistical prevalence,metric
2607.05456,2026-07,cs.AI,retrieval-augmented generation,method
2607.05456,2026-07,cs.AI,section-aware relevance scoring,method
2607.05456,2026-07,cs.AI,snowball citation expansion,method
2607.05456,2026-07,cs.AI,autonomous coding agent,tool
2607.05456,2026-07,cs.AI,quality scorer,metric
2607.05456,2026-07,cs.AI,hallucination penalties,risk
2607.05456,2026-07,cs.AI,context-rich reviser,method
2607.0451,2026-07,cs.CL,latent persona direction,model
2607.0451,2026-07,cs.CL,emergent misalignment,task
2607.0451,2026-07,cs.CL,low-rank peft,method
2607.0451,2026-07,cs.CL,fine-tuning,method
2607.0451,2026-07,cs.CL,cosine similarity,metric
2607.04505,2026-07,cs.AI,pure reasoning,other
2607.04505,2026-07,cs.AI,pattern matching,task
2607.04505,2026-07,cs.AI,natural world,application
2607.04505,2026-07,cs.AI,fourier transform,tool
2607.04505,2026-07,cs.AI,logical complexity,theory
2607.04505,2026-07,cs.AI,physical laws,application
2607.04505,2026-07,cs.AI,biological systems,application
2607.04505,2026-07,cs.AI,innovative solutions,application
2607.04486,2026-07,cs.LG,hybrid model,model
2607.04486,2026-07,cs.LG,yolov5,model
2607.04486,2026-07,cs.LG,mobilenetv2,model
2607.04486,2026-07,cs.LG,logistic regression,model
2607.04486,2026-07,cs.LG,bccd dataset,dataset
2607.0447,2026-07,cs.LG,potential-based reward shaping (pbrs,theory
2607.0447,2026-07,cs.LG,phase-based freeze schedule,method
2607.0447,2026-07,cs.LG,exponential moving average (ema,method
2607.0447,2026-07,cs.LG,cooperative multi-agent reinforcement learning (marl,task
2607.0447,2026-07,cs.LG,reward signal stationarity,theory
2607.0447,2026-07,cs.LG,regime-dependent failure,risk
2607.04469,2026-07,cs.CL,conditional total correlation,theory
2607.04469,2026-07,cs.CL,marker-gated coordination pass,method
2607.04469,2026-07,cs.CL,joint token commitment,method
2607.04469,2026-07,cs.CL,lora adapters,model
2607.04443,2026-07,cs.CV,multi-gpu,tool
2607.04443,2026-07,cs.CV,low-latency path,model
2607.04443,2026-07,cs.CV,context-parallel,method
2607.04443,2026-07,cs.CV,latent generation,task
2607.04443,2026-07,cs.CV,sharding,method
2607.04439,2026-07,cs.AI,research ideation,task
2607.04439,2026-07,cs.AI,literature search,tool
2607.04439,2026-07,cs.AI,novelty claim,metric
2607.04439,2026-07,cs.AI,pattern recognition,theory
2607.04439,2026-07,cs.AI,failure mode,risk
2607.04436,2026-07,cs.SE,retrieval-augmented generation,method
2607.04436,2026-07,cs.SE,pragmatic ambiguity,task
2607.04436,2026-07,cs.SE,domain knowledge base,dataset
2607.04436,2026-07,cs.SE,requirement disambiguation,task
2607.04436,2026-07,cs.SE,alignment,theory
2607.04433,2026-07,cs.IR,autonomy framework,theory
2607.04433,2026-07,cs.IR,agent-assisted recommendation,application
2607.04433,2026-07,cs.IR,agent-as-recommender,application
2607.04433,2026-07,cs.IR,agent-as-user-simulator,application
2607.04433,2026-07,cs.IR,evaluation methodologies,other
2607.04433,2026-07,cs.IR,lifelong user modeling,task
2607.04433,2026-07,cs.IR,multimodal alignment,task
2607.0443,2026-07,cs.CL,uncertainty quantification,method
2607.0443,2026-07,cs.CL,confidence interval,method
2607.0443,2026-07,cs.CL,risk-controlled selective answering,method
2607.0443,2026-07,cs.CL,alignment criterion,metric
2607.0443,2026-07,cs.CL,error rate,metric
2607.04429,2026-07,cs.CL,confidence intervals,metric
2607.04429,2026-07,cs.CL,paired significance tests,metric
2607.04429,2026-07,cs.CL,power analysis,theory
2607.04429,2026-07,cs.CL,clustered standard errors,metric
2607.04429,2026-07,cs.CL,multiple-comparison correction,theory
2607.04428,2026-07,cs.CL,self-distillation,method
2607.04428,2026-07,cs.CL,on-policy,method
2607.04428,2026-07,cs.CL,denoising,task
2607.04428,2026-07,cs.CL,privileged information,risk
2607.04428,2026-07,cs.CL,masked sequence,task
2607.04423,2026-07,cs.CV,unified multimodal model,model
2607.04423,2026-07,cs.CV,cross-task transfer,theory
2607.04423,2026-07,cs.CV,fine-tuning,method
2607.04423,2026-07,cs.CV,distribution shift,risk
2607.0441,2026-07,cs.CL,hierarchical modeling,method
2607.0441,2026-07,cs.CL,soft-label prediction,method
2607.0441,2026-07,cs.CL,empirical annotator distribution,task
2607.0441,2026-07,cs.CL,gated mlp,model
2607.0441,2026-07,cs.CL,kl divergence,metric
2607.0441,2026-07,cs.CL,homoscedastic uncertainty weighting,theory
2607.04394,2026-07,cs.AI,harness architecture,theory
2607.04394,2026-07,cs.AI,multi-agent mathematical reasoning,theory
2607.04394,2026-07,cs.AI,knowledge base manager,model
2607.04394,2026-07,cs.AI,natural language prover,model
2607.04394,2026-07,cs.AI,formal language prover,model
2607.04394,2026-07,cs.AI,open problems,task
