source,target,edge_weight,first_month,latest_month
block-based programming,pedagogical rubric,1,2026-07,2026-07
block-based programming,prompt engineering,1,2026-07,2026-07
block-based programming,vex vr,1,2026-07,2026-07
block-diffusion language model,candidate diversity mechanism,1,2026-07,2026-07
block-diffusion language model,de novo structure elucidation,1,2026-07,2026-07
block-diffusion language model,mass-shell constraint,1,2026-07,2026-07
bootstrapping,mentalroberta,1,2026-07,2026-07
block-diffusion language model,symmetric noise objective,1,2026-07,2026-07
block-wise,cell-wise,1,2026-07,2026-07
block-wise,gradient warfare,1,2026-07,2026-07
block-wise,lora,1,2026-07,2026-07
block-wise,moe,1,2026-07,2026-07
block-wise,routing,1,2026-07,2026-07
block-wise,spatial vision perception,1,2026-07,2026-07
blockage detection,graph theory,1,2026-07,2026-07
blockage detection,partial observability,1,2026-07,2026-07
blockage detection,path planning,1,2026-07,2026-07
blockage detection,reinforcement learning,1,2026-07,2026-07
bootstrapping,cross-validation,1,2026-07,2026-07
bootstrapping,l1-penalized logistic regression,1,2026-07,2026-07
bootstrapping,macro-f1,1,2026-07,2026-07
block-diffusion language model,self-supervised encoder,1,2026-07,2026-07
capacity allocation,execution,1,2026-07,2026-07
capacity allocation,hierarchical search,1,2026-07,2026-07
capacity allocation,multi-hop qa,1,2026-07,2026-07
capacity allocation,quality-filtered trajectory distillation,1,2026-07,2026-07
capacity allocation,role factorization,1,2026-07,2026-07
causal functions,damped resonators,1,2026-07,2026-07
causal functions,latent field,1,2026-07,2026-07
causal functions,self-attention mechanisms,1,2026-07,2026-07
causal functions,transformer architecture,1,2026-07,2026-07
causal localization,failure pattern mining,1,2026-07,2026-07
causal localization,optimization context,1,2026-07,2026-07
causal localization,textual dependency graph,1,2026-07,2026-07
causal mechanism,effort-based decision-making,1,2026-07,2026-07
cad generation,foundation models,1,2026-07,2026-07
causal mechanism,reward valuation,1,2026-07,2026-07
cell-wise,gradient warfare,1,2026-07,2026-07
cell-wise,lora,1,2026-07,2026-07
cell-wise,moe,1,2026-07,2026-07
cell-wise,routing,1,2026-07,2026-07
cell-wise,spatial vision perception,1,2026-07,2026-07
centroid,coreset selection,1,2026-07,2026-07
centroid,few-shot knowledge distillation,1,2026-07,2026-07
centroid,image classification,1,2026-07,2026-07
centroid,teacher-student model,1,2026-07,2026-07
cer,pangolintokenizer,1,2026-07,2026-07
cer,voxcpm2,1,2026-07,2026-07
cer,wer,1,2026-07,2026-07
chain-of-thought,forensic reconstruction,1,2026-07,2026-07
causal mechanism,nucleus accumbens,1,2026-07,2026-07
cad generation,iterative refinement,1,2026-07,2026-07
cad generation,text-to-cad,1,2026-07,2026-07
cad generation,visual reasoning,1,2026-07,2026-07
calibrated gate,episode failure,1,2026-07,2026-07
calibrated gate,hidden activations,1,2026-07,2026-07
calibrated gate,inference compute,1,2026-07,2026-07
calibration,computational imaging,1,2026-07,2026-07
calibration,computational sensing,1,2026-07,2026-07
calibration,image signal processing,1,2026-07,2026-07
calibration,inverse reconstruction,1,2026-07,2026-07
calibration,ray and wave optics,1,2026-07,2026-07
calibration,vision-language models,1,2026-07,2026-07
calibration-free,camera-centric action,1,2026-07,2026-07
capacity allocation,delegation,1,2026-07,2026-07
calibration-free,geometric grounding,1,2026-07,2026-07
calibration-free,hand-eye matrix,1,2026-07,2026-07
calibration-free,single-view,1,2026-07,2026-07
calibration-free online error tracking,cross-depth residual factorization,1,2026-07,2026-07
calibration-free online error tracking,depth router,1,2026-07,2026-07
calibration-free online error tracking,token-adaptive cache compression,1,2026-07,2026-07
camera-centric action,depth-free,1,2026-07,2026-07
camera-centric action,geometric grounding,1,2026-07,2026-07
camera-centric action,hand-eye matrix,1,2026-07,2026-07
camera-centric action,single-view,1,2026-07,2026-07
candidate diversity mechanism,de novo structure elucidation,1,2026-07,2026-07
candidate diversity mechanism,mass-shell constraint,1,2026-07,2026-07
candidate diversity mechanism,self-supervised encoder,1,2026-07,2026-07
candidate diversity mechanism,symmetric noise objective,1,2026-07,2026-07
calibration-free,depth-free,1,2026-07,2026-07
benchmark,code generation,1,2026-07,2026-07
benchmark,continual pretraining,1,2026-07,2026-07
benchmark,dialectal robustness,1,2026-07,2026-07
benchmark,evaluation,1,2026-07,2026-07
benchmark,foundation models,1,2026-07,2026-07
benchmark,generation,1,2026-07,2026-07
benchmark,high-fidelity,1,2026-07,2026-07
benchmark,human judgment,1,2026-07,2026-07
benchmark,image-text pairs,1,2026-07,2026-07
benchmark,interactive dashboard,1,2026-07,2026-07
benchmark,iterative refinement,1,2026-07,2026-07
benchmark,language resource,1,2026-07,2026-07
benchmark,large language model,1,2026-07,2026-07
black-box evaluation,large language models (llms,1,2026-07,2026-07
benchmark,medical figure classification,1,2026-07,2026-07
benchmark,repeated execution protocol,1,2026-07,2026-07
benchmark,retrieval,1,2026-07,2026-07
benchmark,sft,1,2026-07,2026-07
benchmark,text-to-cad,1,2026-07,2026-07
benchmark,text-to-sql,1,2026-07,2026-07
benchmark,visual question-answering,1,2026-07,2026-07
benchmark,visual reasoning,1,2026-07,2026-07
best-arm identification,chi-square law,1,2026-07,2026-07
best-arm identification,control-variate adjustment,1,2026-07,2026-07
best-arm identification,heteroscedastic identification,1,2026-07,2026-07
best-arm identification,ordinary least squares fit,1,2026-07,2026-07
best-arm identification,proxy score,1,2026-07,2026-07
best-arm identification,residual variance,1,2026-07,2026-07
benchmark,mathematical reasoning,1,2026-07,2026-07
bayesian optimization,elastic modulus,1,2026-07,2026-07
bayesian optimization,genetic algorithm,1,2026-07,2026-07
bayesian optimization,multi-fidelity framework,1,2026-07,2026-07
bayesian optimization,surrogate modeling,1,2026-07,2026-07
bccd dataset,hybrid model,1,2026-07,2026-07
bccd dataset,logistic regression,1,2026-07,2026-07
bccd dataset,mobilenetv2,1,2026-07,2026-07
bccd dataset,yolov5,1,2026-07,2026-07
behavior leverage imbalance,jensen-shannon divergence,1,2026-07,2026-07
behavior leverage imbalance,on-policy distillation,1,2026-07,2026-07
behavior leverage imbalance,token-level signals,1,2026-07,2026-07
behavior leverage imbalance,tool call,1,2026-07,2026-07
behavioral control,fluency,1,2026-07,2026-07
benchmark,clinical validation,1,2026-07,2026-07
behavioral control,stochastic block steering (sbs,1,2026-07,2026-07
behavioral control,stochastic token steering (sts,1,2026-07,2026-07
behavioral profile,continued pre-training,1,2026-07,2026-07
behavioral profile,digital twin,1,2026-07,2026-07
behavioral profile,reinforcement learning,1,2026-07,2026-07
behavioral profile,retrieval-augmented generation,1,2026-07,2026-07
behavioral profile,transaction history,1,2026-07,2026-07
behavioral profile,verifiable rewards,1,2026-07,2026-07
belief updating,cognitive states,1,2026-07,2026-07
belief updating,episodic memory,1,2026-07,2026-07
belief updating,graph property functionals,1,2026-07,2026-07
belief updating,graph-theoretic representation,1,2026-07,2026-07
belief updating,working memory,1,2026-07,2026-07
benchmark,cad generation,1,2026-07,2026-07
behavioral control,sparse autoencoders (saes,1,2026-07,2026-07
biodiversity imagery,convnext,1,2026-07,2026-07
biodiversity imagery,f1 score,1,2026-07,2026-07
biodiversity imagery,grid-based dominance scoring,1,2026-07,2026-07
biodiversity imagery,high-resolution rgb imagery,1,2026-07,2026-07
biodiversity imagery,iou,1,2026-07,2026-07
biodiversity imagery,semantic segmentation,1,2026-07,2026-07
biodiversity imagery,uav imagery,1,2026-07,2026-07
biological systems,fourier transform,1,2026-07,2026-07
biological systems,innovative solutions,1,2026-07,2026-07
biological systems,logical complexity,1,2026-07,2026-07
biological systems,natural world,1,2026-07,2026-07
biological systems,pattern matching,1,2026-07,2026-07
biological systems,physical laws,1,2026-07,2026-07
beta nll regression,contrastive ranking objectives,1,2026-07,2026-07
biopsy acquisition,multi-view context,1,2026-07,2026-07
biopsy acquisition,risk score,1,2026-07,2026-07
biopsy acquisition,rotational sweep videos,1,2026-07,2026-07
biopsy acquisition,transformer,1,2026-07,2026-07
bistability,coalition value,1,2026-07,2026-07
bistability,information-theoretic capacity region,1,2026-07,2026-07
bistability,market coupling,1,2026-07,2026-07
bistability,mean-field residual-scaling law,1,2026-07,2026-07
bistability,population misalignment,1,2026-07,2026-07
bistability,xor synergy control,1,2026-07,2026-07
black-box evaluation,classification metrics,1,2026-07,2026-07
black-box evaluation,composite quality score (q,1,2026-07,2026-07
black-box evaluation,design structure matrices (dsms,1,2026-07,2026-07
black-box evaluation,ground-truth matrices,1,2026-07,2026-07
biological systems,pure reasoning,1,2026-07,2026-07
beta nll regression,detr-style span decoder,1,2026-07,2026-07
beta nll regression,mixture of beta distribution,1,2026-07,2026-07
beta nll regression,span-level uncertainty estimation,1,2026-07,2026-07
bias,continuation probability,1,2026-07,2026-07
bias,downstream metric,1,2026-07,2026-07
bias,embedding,1,2026-07,2026-07
bias,evaluation,1,2026-07,2026-07
bias,language model,1,2026-07,2026-07
bias,upstream metric,1,2026-07,2026-07
bias correction,multi-scale transformer,1,2026-07,2026-07
bias correction,spatial gaussian blending,1,2026-07,2026-07
bias correction,super-resolution,1,2026-07,2026-07
bias correction,time-agnostic propagation,1,2026-07,2026-07
bibliographic discovery,digital humanities,1,2026-07,2026-07
binomial generalized estimating equation,prompt robustness,1,2026-07,2026-07
bibliographic discovery,large language models,1,2026-07,2026-07
bibliographic discovery,legal and ethical compliance,1,2026-07,2026-07
bibliographic discovery,literature synthesis,1,2026-07,2026-07
bibliographic discovery,multilingual access,1,2026-07,2026-07
bibliographic discovery,regulation-aware ai,1,2026-07,2026-07
bidirectional causal control,heading-anchor,1,2026-07,2026-07
bidirectional causal control,steering vector,1,2026-07,2026-07
binary verdict,framing susceptibility,1,2026-07,2026-07
binary verdict,logical irrelevant factors,1,2026-07,2026-07
binary verdict,moral decisiveness,1,2026-07,2026-07
binary verdict,psychometric battery,1,2026-07,2026-07
binomial generalized estimating equation,dataset type,1,2026-07,2026-07
binomial generalized estimating equation,instruction-tuned model,1,2026-07,2026-07
binomial generalized estimating equation,prompt category,1,2026-07,2026-07
bibliographic discovery,domain adaptation,1,2026-07,2026-07
code generation,multimodal,1,2026-07,2026-07
code generation,specification grounding,1,2026-07,2026-07
code generation,test effectiveness,1,2026-07,2026-07
code parsing,coding agents,1,2026-07,2026-07
code parsing,hidden states,1,2026-07,2026-07
code parsing,latent programming horizon,1,2026-07,2026-07
code parsing,logistic regression probe,1,2026-07,2026-07
code parsing,program evolution,1,2026-07,2026-07
code parsing,residual streams,1,2026-07,2026-07
code parsing,test suite,1,2026-07,2026-07
coding agents,hidden states,1,2026-07,2026-07
coding agents,latent programming horizon,1,2026-07,2026-07
coding agents,logistic regression probe,1,2026-07,2026-07
chain-of-thought,pragmatic framing,1,2026-07,2026-07
coding agents,residual streams,1,2026-07,2026-07
coding agents,test suite,1,2026-07,2026-07
cognitive bias,formal verification,1,2026-07,2026-07
cognitive bias,proof-mechanism,1,2026-07,2026-07
cognitive bias,template accuracy,1,2026-07,2026-07
cognitive states,episodic memory,1,2026-07,2026-07
cognitive states,graph property functionals,1,2026-07,2026-07
cognitive states,graph-theoretic representation,1,2026-07,2026-07
cognitive states,working memory,1,2026-07,2026-07
coherence,conciseness,1,2026-07,2026-07
coherence,factual consistency,1,2026-07,2026-07
coherence,graphical user interface,1,2026-07,2026-07
coherence,multifactor scoring system,1,2026-07,2026-07
coherence,readability,1,2026-07,2026-07
coding agents,program evolution,1,2026-07,2026-07
closed-loop program synthesis,large language model (llm,1,2026-07,2026-07
closed-loop program synthesis,signal-processing features,1,2026-07,2026-07
closed-loop program synthesis,spike detection,1,2026-07,2026-07
closed-loop program synthesis,tabular classifier,1,2026-07,2026-07
closed-loop simulator,knowledge-augmented dataset,1,2026-07,2026-07
closed-loop simulator,large language model,1,2026-07,2026-07
closed-loop simulator,semantic annotation,1,2026-07,2026-07
closed-loop simulator,synchronized trajectory,1,2026-07,2026-07
cloze-style masked language modeling,prototypical contrastive learning,1,2026-07,2026-07
cloze-style masked language modeling,stance detection,1,2026-07,2026-07
cloze-style masked language modeling,topic-conditional layer normalization,1,2026-07,2026-07
clustered standard errors,confidence intervals,1,2026-07,2026-07
clustered standard errors,multiple-comparison correction,1,2026-07,2026-07
code generation,large language models,1,2026-07,2026-07
clustered standard errors,power analysis,1,2026-07,2026-07
coalition value,information-theoretic capacity region,1,2026-07,2026-07
coalition value,market coupling,1,2026-07,2026-07
coalition value,mean-field residual-scaling law,1,2026-07,2026-07
coalition value,population misalignment,1,2026-07,2026-07
coalition value,xor synergy control,1,2026-07,2026-07
coarse-to-fine retrieval,learnable selection,1,2026-07,2026-07
coarse-to-fine retrieval,modular instruction memory,1,2026-07,2026-07
coarse-to-fine retrieval,sub-goal embeddings,1,2026-07,2026-07
coarse-to-fine retrieval,sub-instructions,1,2026-07,2026-07
code generation,edge cases,1,2026-07,2026-07
code generation,human judgment,1,2026-07,2026-07
code generation,interactive dashboard,1,2026-07,2026-07
code generation,invalid inputs,1,2026-07,2026-07
clustered standard errors,paired significance tests,1,2026-07,2026-07
completeness,hybrid retrieval,1,2026-07,2026-07
completeness,pubhealthbench,1,2026-07,2026-07
completeness,retrieval-augmented generation,1,2026-07,2026-07
completion-style datasets,controlled synthetic completions,1,2026-07,2026-07
completion-style datasets,hidden states,1,2026-07,2026-07
completion-style datasets,high-loss completions,1,2026-07,2026-07
completion-style datasets,linear decoding,1,2026-07,2026-07
completion-style datasets,natural-language datasets,1,2026-07,2026-07
completion-style datasets,plan-like internal representation,1,2026-07,2026-07
completion-style datasets,position estimation,1,2026-07,2026-07
composite quality score (q,design structure matrices (dsms,1,2026-07,2026-07
composite quality score (q,ground-truth matrices,1,2026-07,2026-07
composite quality score (q,large language models (llms,1,2026-07,2026-07
commercial apis,deepfake image detection,1,2026-07,2026-07
composite quality score (q,structural metrics,1,2026-07,2026-07
compositional reasoning,primitive skills,1,2026-07,2026-07
compositional reasoning,reinforcement learning,1,2026-07,2026-07
compositional reasoning,rejection fine-tuning,1,2026-07,2026-07
compositional reasoning,trace analysis,1,2026-07,2026-07
compositional reasoning,transformer,1,2026-07,2026-07
compression,effective rank,1,2026-07,2026-07
compression,groking,1,2026-07,2026-07
compression,layernorm,1,2026-07,2026-07
compression failure,difference-in-differences,1,2026-07,2026-07
compression failure,lora fine-tune,1,2026-07,2026-07
compression failure,natural-language i/o,1,2026-07,2026-07
computational imaging,computational sensing,1,2026-07,2026-07
computational imaging,image signal processing,1,2026-07,2026-07
composite quality score (q,stability measures,1,2026-07,2026-07
commercial apis,matthews correlation coefficient (mcc,1,2026-07,2026-07
commercial apis,open-source detectors,1,2026-07,2026-07
commercial apis,roc-auc,1,2026-07,2026-07
commercial apis,vendorbench-100,1,2026-07,2026-07
commercial apis,zero-shot vision-language models (llms,1,2026-07,2026-07
commercially available starting materials,evaluation framework,1,2026-07,2026-07
commercially available starting materials,large language models,1,2026-07,2026-07
commercially available starting materials,retrosynthesis,1,2026-07,2026-07
common vulnerabilities and exposures (cve,common weakness enumeration (cwe,1,2026-07,2026-07
common vulnerabilities and exposures (cve,confusion matrix,1,2026-07,2026-07
common vulnerabilities and exposures (cve,hierarchy-relaxed evaluation,1,2026-07,2026-07
common vulnerabilities and exposures (cve,macro-f1,1,2026-07,2026-07
common vulnerabilities and exposures (cve,multi-class formulation,1,2026-07,2026-07
completeness,faithfulness,1,2026-07,2026-07
common vulnerabilities and exposures (cve,transformer encoder,1,2026-07,2026-07
common weakness enumeration (cwe,confusion matrix,1,2026-07,2026-07
common weakness enumeration (cwe,hierarchy-relaxed evaluation,1,2026-07,2026-07
common weakness enumeration (cwe,macro-f1,1,2026-07,2026-07
common weakness enumeration (cwe,multi-class formulation,1,2026-07,2026-07
common weakness enumeration (cwe,multi-label formulation,1,2026-07,2026-07
common weakness enumeration (cwe,transformer encoder,1,2026-07,2026-07
competitive-ratio,minimax-regret,1,2026-07,2026-07
competitive-ratio,optimal policy,1,2026-07,2026-07
competitive-ratio,poisson arrival process,1,2026-07,2026-07
competitive-ratio,posterior belief,1,2026-07,2026-07
competitive-ratio,worst-case protection,1,2026-07,2026-07
completeness,embedding models,1,2026-07,2026-07
completeness,factual consistency,1,2026-07,2026-07
common vulnerabilities and exposures (cve,multi-label formulation,1,2026-07,2026-07
ci/cd workflow,repository enrichment,1,2026-07,2026-07
cider 0.5iou,instance-level data augmentation,1,2026-07,2026-07
cider 0.5iou,pseudo frames,1,2026-07,2026-07
cider 0.5iou,teacher-student framework,1,2026-07,2026-07
cider 0.5iou,voxel features,1,2026-07,2026-07
clarity,completeness,1,2026-07,2026-07
clarity,embedding models,1,2026-07,2026-07
clarity,factual consistency,1,2026-07,2026-07
clarity,faithfulness,1,2026-07,2026-07
clarity,hybrid retrieval,1,2026-07,2026-07
clarity,pubhealthbench,1,2026-07,2026-07
clarity,retrieval-augmented generation,1,2026-07,2026-07
classical morphology,electroacoustic quantitative measurement,1,2026-07,2026-07
closed-loop program synthesis,gradient-boosted tree classifier,1,2026-07,2026-07
classical morphology,machine representation reconstruction,1,2026-07,2026-07
classical morphology,role-aware encoding,1,2026-07,2026-07
classification,cross-center validation,1,2026-07,2026-07
classification,cross-scanner validation,1,2026-07,2026-07
classification,segmentation,1,2026-07,2026-07
classification,self-supervised pretraining,1,2026-07,2026-07
classification,transformer-based architectures,1,2026-07,2026-07
classification,vision foundation models,1,2026-07,2026-07
classification metrics,composite quality score (q,1,2026-07,2026-07
classification metrics,design structure matrices (dsms,1,2026-07,2026-07
classification metrics,ground-truth matrices,1,2026-07,2026-07
classification metrics,large language models (llms,1,2026-07,2026-07
classification metrics,stability measures,1,2026-07,2026-07
classification metrics,structural metrics,1,2026-07,2026-07
classical morphology,event-based timestamps,1,2026-07,2026-07
chain-of-thought,truncated reasoning auc evaluation (trace,1,2026-07,2026-07
chamfer distance,generative image model,1,2026-07,2026-07
chamfer distance,part segmentation,1,2026-07,2026-07
chamfer distance,superquadric primitive,1,2026-07,2026-07
chamfer distance,vision-language model,1,2026-07,2026-07
change detection,feature space,1,2026-07,2026-07
change detection,hierarchical multi-scale architecture,1,2026-07,2026-07
change detection,pathwise feature transport,1,2026-07,2026-07
change detection,time-conditioned velocity field,1,2026-07,2026-07
channel adaptation,convolutional kernels,1,2026-07,2026-07
channel adaptation,low-rank adaptation (lora,1,2026-07,2026-07
channel adaptation,parameter-efficient fine-tuning (peft,1,2026-07,2026-07
channel adaptation,singular value decomposition (svd,1,2026-07,2026-07
ci/cd workflow,recommendation generation,1,2026-07,2026-07
character-level language modeling,frequency-domain mixing,1,2026-07,2026-07
character-level language modeling,query-key projections,1,2026-07,2026-07
character-level language modeling,spectral preprocessing,1,2026-07,2026-07
character-level language modeling,transformer attention,1,2026-07,2026-07
chemical plausibility,commercially available starting materials,1,2026-07,2026-07
chemical plausibility,evaluation framework,1,2026-07,2026-07
chemical plausibility,large language models,1,2026-07,2026-07
chemical plausibility,retrosynthesis,1,2026-07,2026-07
chi-square law,control-variate adjustment,1,2026-07,2026-07
chi-square law,heteroscedastic identification,1,2026-07,2026-07
chi-square law,ordinary least squares fit,1,2026-07,2026-07
chi-square law,proxy score,1,2026-07,2026-07
chi-square law,residual variance,1,2026-07,2026-07
ci/cd workflow,large language model,1,2026-07,2026-07
channel adaptation,spatial bases,1,2026-07,2026-07
clinical research,systems development life cycle (sdlc,1,2026-07,2026-07
clinical validation,high-fidelity,1,2026-07,2026-07
clinical validation,image-text pairs,1,2026-07,2026-07
clinical validation,medical figure classification,1,2026-07,2026-07
clinical validation,multimodal,1,2026-07,2026-07
clinical validation,retrieval,1,2026-07,2026-07
clinical validation,visual question-answering,1,2026-07,2026-07
clinicalorchestrator,clinicalragengine,1,2026-07,2026-07
clinicalorchestrator,datamanager,1,2026-07,2026-07
clinicalorchestrator,ground truth injection module,1,2026-07,2026-07
clinicalorchestrator,intentrouter,1,2026-07,2026-07
clinicalorchestrator,pandasqueryengine,1,2026-07,2026-07
clinicalorchestrator,protocolmanager,1,2026-07,2026-07
classifier discrimination score (cds,macro-f1,1,2026-07,2026-07
clinicalragengine,datamanager,1,2026-07,2026-07
clinicalragengine,ground truth injection module,1,2026-07,2026-07
clinicalragengine,intentrouter,1,2026-07,2026-07
clinicalragengine,pandasqueryengine,1,2026-07,2026-07
clinicalragengine,protocolmanager,1,2026-07,2026-07
clinicalragengine,safetyverifier,1,2026-07,2026-07
clip,importance sampling (is,1,2026-07,2026-07
clip,probability capacity (cap,1,2026-07,2026-07
clip,stop-gradient operator,1,2026-07,2026-07
clip,unbounded positive asymmetric optimization (up,1,2026-07,2026-07
closed-loop feedback,internal state validation,1,2026-07,2026-07
closed-loop feedback,multi-dimensional reward shaping,1,2026-07,2026-07
closed-loop feedback,reward hacking,1,2026-07,2026-07
closed-loop feedback,rl gym,1,2026-07,2026-07
clinicalorchestrator,safetyverifier,1,2026-07,2026-07
classifier discrimination score (cds,perturbation discrimination score (pds,1,2026-07,2026-07
classifier discrimination score (cds,population profile,1,2026-07,2026-07
classifier discrimination score (cds,single-cell perturbation,1,2026-07,2026-07
classifier discrimination score (cds,weak models,1,2026-07,2026-07
classifier-free guidance (cfg,diffusion samplers,1,2026-07,2026-07
classifier-free guidance (cfg,direct preference optimization (dpo,1,2026-07,2026-07
classifier-free guidance (cfg,dynamic preferences,1,2026-07,2026-07
classifier-free guidance (cfg,energy-based model (ebm,1,2026-07,2026-07
classifier-free guidance (cfg,pretrained score network,1,2026-07,2026-07
classifier-free guidance (cfg,timestep schedules,1,2026-07,2026-07
clean tool-use rate,tool-use failures,1,2026-07,2026-07
clean tool-use rate,toolfailbench,1,2026-07,2026-07
click-centric refinement,diversity regularizer,1,2026-07,2026-07
click-centric refinement,multi-resolution,1,2026-07,2026-07
clinical research,natural language processing (nlp,1,2026-07,2026-07
click-centric refinement,uncertainty-driven selective refinement,1,2026-07,2026-07
clinical alignment metric,interpretable ai,1,2026-07,2026-07
clinical alignment metric,surrogate model,1,2026-07,2026-07
clinical alignment metric,token-level explanation,1,2026-07,2026-07
clinical alignment metric,transformer-based model,1,2026-07,2026-07
clinical consultations,conversational role attribution,1,2026-07,2026-07
clinical consultations,hallucination,1,2026-07,2026-07
clinical consultations,instruction-following failures,1,2026-07,2026-07
clinical consultations,observer option12,1,2026-07,2026-07
clinical consultations,open-source smaller language models (os-sllms,1,2026-07,2026-07
clinical consultations,shared decision making (sdm,1,2026-07,2026-07
clinical consultations,temporal discourse reasoning,1,2026-07,2026-07
clinical research,data extraction,1,2026-07,2026-07
clinical research,electronic medical records,1,2026-07,2026-07
click-centric refinement,scene-conditioned negative prompts,1,2026-07,2026-07
agent-based pipeline,ai-native sql,1,2026-07,2026-07
agent-based pipeline,benchmark,1,2026-07,2026-07
agent-based pipeline,repeated execution protocol,1,2026-07,2026-07
agent-based pipeline,text-to-sql,1,2026-07,2026-07
agent-based verification,inference procedure,1,2026-07,2026-07
agent-based verification,large language model,1,2026-07,2026-07
agent-based verification,question-type-specific inference,1,2026-07,2026-07
agentic ai,calibration,1,2026-07,2026-07
agentic ai,computational imaging,1,2026-07,2026-07
agentic ai,computational sensing,1,2026-07,2026-07
agentic ai,image signal processing,1,2026-07,2026-07
agentic ai,inverse reconstruction,1,2026-07,2026-07
agentic ai,ray and wave optics,1,2026-07,2026-07
bayesian ceiling,transformer,1,2026-07,2026-07
agentic framework,exploratory data analysis,1,2026-07,2026-07
agentic framework,llm,1,2026-07,2026-07
agentic framework,table insight,1,2026-07,2026-07
agentic framework,table qa,1,2026-07,2026-07
ai-native sql,benchmark,1,2026-07,2026-07
ai-native sql,repeated execution protocol,1,2026-07,2026-07
ai-native sql,text-to-sql,1,2026-07,2026-07
algebraic structure,cognitive bias,1,2026-07,2026-07
algebraic structure,formal verification,1,2026-07,2026-07
algebraic structure,proof-mechanism,1,2026-07,2026-07
algebraic structure,template accuracy,1,2026-07,2026-07
aligned models,cwe attribution,1,2026-07,2026-07
aligned models,executable patch validation,1,2026-07,2026-07
aligned models,localization,1,2026-07,2026-07
agentic ai,vision-language models,1,2026-07,2026-07
agent,typing,1,2026-07,2026-07
agent,verification,1,2026-07,2026-07
agent attention mechanism,global dependency modeling,1,2026-07,2026-07
agent attention mechanism,graph propagation module,1,2026-07,2026-07
agent attention mechanism,spatio-temporal encoder,1,2026-07,2026-07
agent attention mechanism,temporal convolution module,1,2026-07,2026-07
agent optimization,causal localization,1,2026-07,2026-07
agent optimization,failure pattern mining,1,2026-07,2026-07
agent optimization,optimization context,1,2026-07,2026-07
agent optimization,textual dependency graph,1,2026-07,2026-07
agent-as-recommender,agent-as-user-simulator,1,2026-07,2026-07
agent-as-recommender,agent-assisted recommendation,1,2026-07,2026-07
agent-as-recommender,autonomy framework,1,2026-07,2026-07
agent-based modeling,scalable framework,1,2026-07,2026-07
agent-as-recommender,lifelong user modeling,1,2026-07,2026-07
agent-as-recommender,multimodal alignment,1,2026-07,2026-07
agent-as-user-simulator,agent-assisted recommendation,1,2026-07,2026-07
agent-as-user-simulator,autonomy framework,1,2026-07,2026-07
agent-as-user-simulator,evaluation methodologies,1,2026-07,2026-07
agent-as-user-simulator,lifelong user modeling,1,2026-07,2026-07
agent-as-user-simulator,multimodal alignment,1,2026-07,2026-07
agent-assisted recommendation,autonomy framework,1,2026-07,2026-07
agent-assisted recommendation,evaluation methodologies,1,2026-07,2026-07
agent-assisted recommendation,lifelong user modeling,1,2026-07,2026-07
agent-assisted recommendation,multimodal alignment,1,2026-07,2026-07
agent-based modeling,epidemic modeling,1,2026-07,2026-07
agent-based modeling,human decision-making,1,2026-07,2026-07
agent-based modeling,large language model,1,2026-07,2026-07
agent-as-recommender,evaluation methodologies,1,2026-07,2026-07
analytical workflow,feedback-based refinement,1,2026-07,2026-07
analytical workflow,multi-agent architecture,1,2026-07,2026-07
analytical workflow,narrative generation,1,2026-07,2026-07
analytical workflow,natural language specification,1,2026-07,2026-07
analytical workflow,self-evolution module,1,2026-07,2026-07
analytical workflow,spatiotemporal analysis,1,2026-07,2026-07
anatomical validation,classification,1,2026-07,2026-07
anatomical validation,cross-center validation,1,2026-07,2026-07
anatomical validation,cross-scanner validation,1,2026-07,2026-07
anatomical validation,segmentation,1,2026-07,2026-07
anatomical validation,self-supervised pretraining,1,2026-07,2026-07
anatomical validation,transformer-based architectures,1,2026-07,2026-07
anatomical validation,vision foundation models,1,2026-07,2026-07
aligned models,refusal behavior,1,2026-07,2026-07
anhedonia,effort-based decision-making,1,2026-07,2026-07
anhedonia,nucleus accumbens,1,2026-07,2026-07
anhedonia,reward valuation,1,2026-07,2026-07
annotation guidelines,conspiratorial actors,1,2026-07,2026-07
annotation guidelines,span-annotated corpus,1,2026-07,2026-07
annotation guidelines,telegram posts,1,2026-07,2026-07
annotation guidelines,transformer-based models,1,2026-07,2026-07
anov,cross-frequency coupling,1,2026-07,2026-07
anov,gamma band,1,2026-07,2026-07
anov,leave one subject out cross-validation,1,2026-07,2026-07
anov,random forest,1,2026-07,2026-07
anov,shap explainability,1,2026-07,2026-07
anov,svm classifier,1,2026-07,2026-07
anov,wavelet scattering transform,1,2026-07,2026-07
anhedonia,causal mechanism,1,2026-07,2026-07
aligned models,vulnerability detection,1,2026-07,2026-07
alignment,benchmark,1,2026-07,2026-07
alignment,chain-of-thought,1,2026-07,2026-07
alignment,continual pretraining,1,2026-07,2026-07
alignment,dialectal robustness,1,2026-07,2026-07
alignment,domain knowledge base,1,2026-07,2026-07
alignment,forensic reconstruction,1,2026-07,2026-07
alignment,generation,1,2026-07,2026-07
alignment,hallucinated chain-of-thought,1,2026-07,2026-07
alignment,pragmatic ambiguity,1,2026-07,2026-07
alignment,pragmatic framing,1,2026-07,2026-07
alignment,requirement disambiguation,1,2026-07,2026-07
alignment,retrieval-augmented generation,1,2026-07,2026-07
analytical workflow,dynamic tool-orchestration engine,1,2026-07,2026-07
